customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,contract_encoded,contract_risk_score,has_internet,is_fiber,is_dsl,payment_Bank transfer (automatic),payment_Credit card (automatic),payment_Electronic check,payment_Mailed check,is_auto_payment,is_electronic_check,OnlineSecurity_binary,OnlineBackup_binary,DeviceProtection_binary,TechSupport_binary,StreamingTV_binary,StreamingMovies_binary,MultipleLines_binary,tenure_group,tenure_group_encoded,is_new_customer,price_segment,price_segment_encoded,is_high_price,TotalCharges_log,avg_monthly_spend
1099-BTKWT,0,0,1,0,68,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,54.4,3723.65,0,1,1,1,0,1,False,False,True,False,0,1,1,0,1,0,1,1,0,37m+,3,0,medium,1,0,8.222728166667624,53.96594202898551
5299-SJCZT,1,0,0,0,3,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.55,298.35,1,0,2,1,1,0,True,False,False,False,1,0,0,0,1,0,1,1,1,0-12m,0,1,high,2,1,5.701613457371361,74.5875
2018-PZKMU,1,0,1,1,9,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,103.1,970.45,0,0,2,1,1,0,False,False,True,False,0,1,0,0,1,1,1,1,0,0-12m,0,1,high,2,1,6.878789800689122,97.045
7340-KEFQE,0,0,1,1,51,0,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),34.2,1782.0,0,2,0,1,0,1,True,False,False,False,1,0,1,0,0,1,0,0,0,37m+,3,0,low,0,0,7.48605261786314,34.26923076923077
4570-QHXHL,0,0,0,0,9,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,43.75,405.7,0,0,2,1,0,1,False,False,True,False,0,1,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,6.008075812913178,40.57
2403-BCASL,1,1,1,1,41,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,111.95,4534.9,1,1,1,1,1,0,False,False,True,False,0,1,0,1,1,1,1,1,1,37m+,3,0,premium,3,1,8.419778799309196,107.97380952380952
7392-YYPYJ,1,0,0,0,22,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.65,2415.95,0,0,2,1,1,0,False,False,True,False,0,1,0,1,0,0,1,1,1,13-24m,1,0,high,2,1,7.790261693687688,105.04130434782608
2898-LSJGD,0,0,1,1,21,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,55.95,1157.05,1,1,1,1,0,1,False,False,True,False,0,1,1,0,1,0,1,1,0,13-24m,1,0,medium,1,0,7.054492835093721,52.59318181818182
2223-GDSHL,1,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.05,8297.5,0,2,0,1,1,0,True,False,False,False,1,0,1,1,1,1,1,1,1,37m+,3,0,premium,3,1,9.023830054560774,115.24305555555556
7359-PTSXY,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.75,45.75,1,0,2,1,0,1,False,False,True,False,0,1,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,3.844814255734696,22.875
9470-RTWDV,1,0,1,1,26,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),82.0,2083.1,0,1,1,1,0,1,False,True,False,False,1,0,0,0,1,1,1,1,1,25-36m,2,0,high,2,1,7.6420923863669445,77.15185185185184
2176-OSJUV,1,0,1,0,71,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),65.15,4681.75,0,2,0,1,0,1,True,False,False,False,1,0,1,1,0,1,0,0,1,37m+,3,0,medium,1,0,8.451640823176001,65.02430555555556
9348-YVOMK,1,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.8,176.2,0,0,2,1,0,1,False,True,False,False,1,0,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,5.177279038170981,35.239999999999995
8104-OSKWT,0,0,0,0,12,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,79.8,1001.2,0,0,2,1,1,0,False,False,True,False,0,1,1,0,0,0,0,0,1,0-12m,0,1,high,2,1,6.909952862525624,77.01538461538462
4521-YEEHE,0,0,1,0,18,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,88.85,1594.75,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,1,1,0,1,13-24m,1,0,high,2,1,7.375099124136167,83.9342105263158
4090-KPJIP,0,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,212.4,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,1,0-12m,0,1,high,2,1,5.363168338867653,53.1
3786-WOVKF,0,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),106.85,7677.4,0,1,1,1,1,0,True,False,False,False,1,0,1,1,0,0,1,1,1,37m+,3,0,premium,3,1,8.94616647110398,105.16986301369863
4503-BDXBD,1,0,0,0,11,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,74.95,815.5,1,0,2,1,1,0,False,False,True,False,0,1,0,1,0,0,0,0,0,0-12m,0,1,high,2,1,6.70502691241052,67.95833333333333
6086-ESGRL,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),80.15,80.15,1,0,2,1,1,0,False,True,False,False,1,0,0,0,0,0,0,1,0,0-12m,0,1,high,2,1,4.396299293960601,40.075
2592-HODOV,1,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.3,259.65,0,1,1,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,13-24m,1,0,low,0,0,5.563178511214115,18.54642857142857
3886-CERTZ,0,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,109.25,8109.8,1,1,1,1,1,0,False,False,True,False,0,1,0,1,1,1,1,1,1,37m+,3,0,premium,3,1,9.000951785894308,111.09315068493152
7995-ZHHNZ,1,0,1,0,42,1,Yes,DSL,Yes,No,No,No,No,No,One year,0,Credit card (automatic),56.1,2386.85,0,1,1,1,0,1,False,True,False,False,1,0,1,0,0,0,0,0,1,37m+,3,0,medium,1,0,7.778148658469255,55.50813953488372
3824-RHKVR,0,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,340.35,0,0,2,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,13-24m,1,0,low,0,0,5.83290834386429,18.908333333333335
5816-SCGFC,0,1,0,0,7,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,51.3,419.35,0,0,2,1,0,1,False,False,False,True,0,0,0,1,0,0,0,0,0,0-12m,0,1,medium,1,0,6.041087697581306,52.41875
5989-AXPUC,0,0,1,0,68,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,118.6,7990.05,0,2,0,1,1,0,False,False,False,True,0,0,1,1,1,1,1,1,1,37m+,3,0,premium,3,1,8.986077444394057,115.79782608695652
4979-HPRFL,1,0,1,1,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.15,1402.25,0,2,0,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.246546253822308,24.600877192982455
8590-OHDIW,0,0,1,1,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,749.35,0,1,1,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,6.6205397643419985,19.214102564102564
8015-IHCGW,0,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,115.5,8425.15,0,2,0,1,1,0,False,False,True,False,0,1,1,1,1,1,1,1,1,37m+,3,0,premium,3,1,9.039095244421809,115.41301369863014
2332-TODQS,0,0,0,0,48,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),25.05,1171.5,0,1,1,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.066893500320434,23.908163265306122
9278-VZKCD,0,1,1,0,52,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,109.1,5647.95,0,0,2,1,1,0,False,False,True,False,0,1,1,1,1,0,1,1,1,37m+,3,0,premium,3,1,8.639224966161997,106.56509433962263
8008-OTEZX,0,0,1,1,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,708.8,0,1,1,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,25-36m,2,0,low,0,0,6.564983240212396,19.688888888888886
2773-OVBPK,1,0,1,0,67,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),111.3,7567.2,0,2,0,1,1,0,True,False,False,False,1,0,0,1,1,1,1,1,1,37m+,3,0,premium,3,1,8.931710537443836,111.28235294117647
5999-LCXAO,0,0,0,0,1,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,29.9,29.9,0,0,2,1,0,1,False,False,False,True,0,0,1,0,0,0,0,0,0,0-12m,0,1,low,0,0,3.4307561839036995,14.95
5206-XZZQI,1,0,0,0,53,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,80.6,4348.1,0,0,2,1,1,0,False,False,False,True,0,0,0,1,0,1,0,0,0,37m+,3,0,high,2,1,8.377724206124961,80.52037037037037
4803-LBYPN,1,0,1,1,34,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.8,635.9,0,0,2,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,25-36m,2,0,low,0,0,6.45661265737732,18.16857142857143
5759-RCVCB,0,0,0,0,3,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,0,Credit card (automatic),35.2,108.95,1,0,2,1,0,1,False,True,False,False,1,0,0,0,0,0,1,0,0,0-12m,0,1,medium,1,0,4.70002571700077,27.2375
6372-RFVNS,0,0,1,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.8,78.8,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,1,0,0,0-12m,0,1,high,2,1,4.379523504455763,39.4
2139-FQHLM,1,0,0,0,19,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,0,Mailed check,89.95,1682.4,0,0,2,1,1,0,False,False,False,True,0,0,0,0,1,1,1,0,0,13-24m,1,0,high,2,1,7.428570836777475,84.12
8261-GWDBQ,0,1,1,0,60,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.05,6925.9,0,2,0,1,1,0,True,False,False,False,1,0,1,1,1,1,1,1,1,37m+,3,0,premium,3,1,8.843167661654507,113.53934426229507
1093-YSWCA,1,0,0,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.55,223.15,0,2,0,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,5.412315470601449,18.595833333333335
8938-UMKPI,0,0,0,0,47,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.4,5127.95,1,0,2,1,1,0,False,False,True,False,0,1,0,1,1,0,1,1,1,37m+,3,0,premium,3,1,8.542656238852768,106.83229166666666
0991-BRRFB,1,0,0,0,18,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,49.4,874.8,1,0,2,1,0,1,False,False,True,False,0,1,1,0,0,0,0,0,0,13-24m,1,0,medium,1,0,6.775137754367298,46.04210526315789
3882-IYOIJ,0,0,1,1,60,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.25,6758.45,0,2,0,1,1,0,False,True,False,False,1,0,1,1,1,1,1,1,1,37m+,3,0,premium,3,1,8.818696804780283,110.79426229508196
8749-TZYEC,1,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.8,1874.3,0,2,0,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,1,37m+,3,0,low,0,0,7.536523925605876,25.675342465753424
1755-FZQEC,1,0,0,0,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,791.15,0,1,1,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,6.674750767821052,19.77875
3115-JPJDD,0,0,1,0,59,1,No,Fiber optic,Yes,No,Yes,No,No,No,One year,1,Credit card (automatic),81.25,4639.45,0,1,1,1,1,0,False,True,False,False,1,0,1,0,1,0,0,0,0,37m+,3,0,high,2,1,8.442566623276399,77.32416666666667
5600-KTXFM,1,0,1,1,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.95,143.9,0,0,2,1,1,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,4.976043849326636,47.96666666666667
3871-IKPYH,1,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.1,69.1,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,4.249922794040544,34.55
6319-IEJWJ,1,0,1,1,20,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.2,1776.55,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,1,1,0,13-24m,1,0,high,2,1,7.48299129067699,84.59761904761905
9025-AOMKI,0,0,0,0,6,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),93.55,536.4,1,0,2,1,1,0,True,False,False,False,1,0,0,0,0,0,1,1,1,0-12m,0,1,high,2,1,6.286742696181391,76.62857142857142
6339-TBELP,1,0,0,0,71,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),86.4,6172.0,0,2,0,1,1,0,False,True,False,False,1,0,0,0,1,1,0,0,1,37m+,3,0,high,2,1,8.727940222393896,85.72222222222223
7964-YESJC,0,0,1,0,24,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,66.3,1559.45,0,0,2,1,0,1,False,False,False,True,0,0,1,1,1,0,0,0,1,13-24m,1,0,medium,1,0,7.352729520185014,62.378
6173-GOLSU,1,1,1,0,67,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.65,6079.0,0,0,2,1,1,0,False,True,False,False,1,0,0,0,0,0,1,1,1,37m+,3,0,high,2,1,8.712759974960212,89.3970588235294
5275-SQEIZ,1,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,80.85,80.85,1,0,2,1,1,0,False,False,False,True,0,0,0,0,0,0,0,1,0,0-12m,0,1,high,2,1,4.404888303817144,40.425
7716-YTYHG,0,0,1,1,48,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,1,Mailed check,82.05,4029.95,1,1,1,1,1,0,False,False,False,True,0,0,0,0,0,0,0,1,1,37m+,3,0,high,2,1,8.30175735917023,82.2438775510204
9938-ZREHM,0,0,1,0,37,1,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,0,Mailed check,72.1,2658.4,0,1,1,1,0,1,False,False,False,True,0,0,0,1,0,1,0,1,1,37m+,3,0,high,2,1,7.885855812422606,69.9578947368421
7950-XWOVN,1,0,0,0,11,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,34.7,383.55,0,0,2,1,0,1,False,False,False,True,0,0,0,1,1,0,0,0,0,0-12m,0,1,low,0,0,5.952073819503063,31.962500000000002
4390-KYULV,1,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.55,51.15,1,0,2,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,3.9541241814467813,12.7875
4647-MUZON,0,0,1,0,18,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),95.95,1745.5,0,0,2,1,1,0,False,True,False,False,1,0,0,0,1,0,1,1,0,13-24m,1,0,high,2,1,7.465369064246887,91.86842105263158
9702-AIUJO,1,0,1,1,50,1,No,DSL,No,No,No,No,No,No,One year,1,Bank transfer (automatic),44.8,2230.85,0,1,1,1,0,1,True,False,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,medium,1,0,7.710586116941816,43.7421568627451
8849-PRIQJ,0,0,1,1,67,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,109.4,7281.6,0,1,1,1,1,0,False,False,True,False,0,1,1,0,1,1,1,1,1,37m+,3,0,premium,3,1,8.893243220287545,107.08235294117648
8851-RAGOV,0,0,1,0,25,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,71.05,1837.7,0,0,2,1,0,1,False,False,False,True,0,0,1,1,0,1,0,1,0,25-36m,2,0,high,2,1,7.516814079159796,70.68076923076923
1304-NECVQ,0,1,0,0,2,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,78.55,149.55,1,0,2,1,1,0,False,False,True,False,0,1,0,0,1,0,0,0,1,0-12m,0,1,high,2,1,5.014295254927743,49.85
5396-IZEPB,1,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,180.7,0,0,2,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,5.202356975402125,18.07
1729-VLAZJ,0,0,0,1,10,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,40.25,411.45,0,1,1,1,0,1,False,False,False,True,0,0,1,1,0,1,0,0,0,0-12m,0,1,medium,1,0,6.0221149863067405,37.404545454545456
8285-ABVLB,0,0,1,0,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,1328.35,0,2,0,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,7.192445379947863,18.709154929577462
0701-TJSEF,1,0,0,0,9,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),68.25,576.95,0,0,2,1,0,1,True,False,False,False,1,0,1,0,1,1,0,1,0,0-12m,0,1,medium,1,0,6.359487359740276,57.69500000000001
5712-VBOXD,0,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.15,68.45,0,0,2,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,4.240607069200353,13.690000000000001
6629-LADHQ,0,0,0,0,2,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.95,123.05,0,0,2,1,0,1,False,False,False,True,0,0,1,0,0,0,0,0,0,0-12m,0,1,medium,1,0,4.82068471013781,41.016666666666666
8945-GRKHX,0,0,0,1,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,78.65,78.65,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,1,0,0-12m,0,1,high,2,1,4.3776420363560575,39.325
1559-DTODC,1,0,0,0,19,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),25.15,468.35,0,0,2,1,0,1,True,False,False,False,1,0,0,0,0,0,0,0,0,13-24m,1,0,low,0,0,6.1513487587830005,23.4175
4797-MIWUM,1,0,1,1,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.25,174.7,0,0,2,0,0,0,True,False,False,False,1,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,5.168777995193051,21.8375
6959-UWKHF,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,42.9,42.9,1,0,2,1,0,1,False,False,True,False,0,1,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,3.7819143200811256,21.45
8720-RQSBJ,1,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44.0,0,0,2,1,0,1,False,False,True,False,0,1,0,0,0,0,0,0,0,0-12m,0,1,medium,1,0,3.8066624897703196,22.0
4537-CIBHB,0,0,1,1,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.25,172.35,0,1,1,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0-12m,0,1,low,0,0,5.155312672131032,17.235
3815-SLMEF,0,0,0,0,3,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,34.25,139.35,1,0,2,1,0,1,False,False,False,True,0,0,1,0,0,1,0,0,0,0-12m,0,1,low,0,0,4.9441393028078915,34.8375
5154-VEKBL,0,0,0,0,9,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Mailed check,58.5,539.85,1,0,2,1,0,1,False,False,False,True,0,0,1,0,1,1,1,1,0,0-12m,0,1,medium,1,0,6.293141976076298,53.985
4324-AHJKS,0,0,0,0,5,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),55.8,300.4,0,0,2,1,0,1,False,True,False,False,1,0,1,0,1,0,0,0,0,0-12m,0,1,medium,1,0,5.708438286192395,50.06666666666666
4355-CVPVS,0,0,1,1,56,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Bank transfer (automatic),88.9,4968.0,0,1,1,1,1,0,True,False,False,False,1,0,0,0,0,0,1,1,0,37m+,3,0,high,2,1,8.51097389160232,87.15789473684211
4495-LHSSK,0,0,0,1,18,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,57.65,992.7,0,0,2,1,0,1,False,False,False,True,0,0,1,0,0,0,0,0,1,13-24m,1,0,medium,1,0,6.901435350237318,52.247368421052634
5655-JSMZM,1,1,0,0,49,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.2,4718.25,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,1,1,1,37m+,3,0,high,2,1,8.459405167648843,94.365
5915-ANOEI,1,0,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,79.15,5536.5,0,2,0,1,0,1,False,False,False,True,0,0,1,1,1,1,1,0,1,37m+,3,0,high,2,1,8.619298414353391,77.97887323943662
9861-PDSZP,0,0,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.05,7806.6,0,2,0,1,1,0,False,True,False,False,1,0,0,1,1,1,1,1,1,37m+,3,0,premium,3,1,8.962852897272455,106.93972602739727
4505-EXZHB,0,1,0,0,6,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,74.4,434.1,1,0,2,1,1,0,False,False,True,False,0,1,0,0,1,0,0,0,0,0-12m,0,1,high,2,1,6.075575889726634,62.01428571428572
7225-CBZPL,1,1,1,0,17,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.8,1563.9,0,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,1,1,1,13-24m,1,0,high,2,1,7.355577203169126,86.88333333333334
6704-UTUKK,1,0,1,0,29,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,45.9,1332.4,0,0,2,1,0,1,False,False,True,False,0,1,0,0,0,0,1,1,0,25-36m,2,0,medium,1,0,7.19548735018396,44.413333333333334
4587-VVTOX,0,0,1,0,6,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.3,545.2,1,0,2,1,1,0,False,False,True,False,0,1,0,1,1,0,1,1,1,0-12m,0,1,premium,3,1,6.302985209039605,77.88571428571429
2019-HDCZY,1,0,1,0,63,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,102.6,6296.75,0,2,0,1,1,0,False,False,True,False,0,1,0,0,1,0,1,1,1,37m+,3,0,high,2,1,8.747947705731782,98.38671875
4652-NNHNY,1,0,1,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),73.85,1284.2,1,0,2,1,1,0,True,False,False,False,1,0,0,0,0,0,0,0,1,13-24m,1,0,high,2,1,7.158669627241704,75.54117647058824
8788-DOXSU,1,0,0,0,59,1,No,DSL,No,No,Yes,No,No,Yes,One year,1,Bank transfer (automatic),61.35,3645.5,0,1,1,1,0,1,True,False,False,False,1,0,0,0,1,0,0,1,0,37m+,3,0,medium,1,0,8.201523082424288,60.75833333333333
7404-JLKQG,0,0,0,0,3,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,57.55,161.45,0,0,2,1,0,1,False,False,True,False,0,1,0,0,1,0,1,0,0,0-12m,0,1,medium,1,0,5.090370262115109,40.3625
7421-ZLUPA,0,0,0,0,8,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,29.25,226.95,0,0,2,1,0,1,False,False,False,True,0,0,0,1,0,0,0,0,0,0-12m,0,1,low,0,0,5.42912630665945,25.216666666666665
8972-HJWNV,0,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.55,646.85,1,0,2,1,1,0,False,False,True,False,0,1,0,0,0,0,0,1,1,0-12m,0,1,high,2,1,6.47365918807482,80.85625
3274-NSDWE,0,0,0,0,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,1441.65,0,2,0,0,0,0,False,True,False,False,1,0,0,0,0,0,0,0,0,37m+,3,0,low,0,0,7.2742369791112536,20.893478260869568
2632-IVXVF,0,0,1,1,68,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),111.75,7511.3,0,2,0,1,1,0,False,True,False,False,1,0,1,0,1,1,1,1,1,37m+,3,0,premium,3,1,8.92429695619291,108.85942028985508
3692-JHONH,0,1,1,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.5,5621.85,0,1,1,1,1,0,False,False,True,False,0,1,0,1,1,0,1,1,1,37m+,3,0,premium,3,1,8.634593931784867,106.07264150943396
8915-NNTRC,1,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),107.7,7919.8,0,2,0,1,1,0,False,True,False,False,1,0,1,1,0,1,1,1,1,37m+,3,0,premium,3,1,8.977247489808304,108.4904109589041
